12,,,,,,,,,,,,,,,,,,,
1,145,13,110,119,69,40,139,132,1,95,71,39,145,,,,,,#
1,145,26,3,80,73,14,121,52,88,127,10,112,12,129,133,17,62,145,#
1,145,107,109,91,45,87,78,108,46,58,22,5,28,35,11,145,,,#
2,146,117,56,83,125,67,85,57,36,61,111,34,101,115,146,,,,#
2,146,4,51,68,25,128,33,120,76,116,49,98,55,54,126,6,146,,#
2,146,37,24,19,100,72,50,74,141,79,70,135,105,8,75,146,,,#
3,147,124,113,38,31,27,114,103,20,42,44,147,,,,,,,#
3,147,64,137,131,9,89,140,47,60,136,142,2,147,,,,,,#
3,147,94,102,48,97,134,77,30,7,90,96,81,32,147,,,,,#
4,148,92,106,84,138,122,23,130,99,118,144,41,15,143,63,148,,,#
4,148,21,66,53,29,82,59,93,65,123,18,16,148,,,,,,#
4,148,43,104,86,148,,,,,,,,,,,,,,#
