96,,,,,,,,,,,,,,,,
1,0,109,61,181,119,0,,,,,,,,,,#
1,0,79,44,148,132,111,169,155,72,2,34,134,28,0,,#
1,0,106,139,170,91,191,39,11,15,241,211,199,35,0,,#
1,0,22,18,37,0,,,,,,,,,,,#
1,0,108,206,138,103,65,75,9,207,93,10,0,,,,#
1,0,32,201,166,143,117,85,4,144,157,17,0,,,,#
1,0,47,95,30,24,135,113,53,33,51,0,,,,,#
1,0,232,158,203,27,78,41,63,90,110,38,152,76,0,,#
1,0,180,163,186,5,120,3,136,137,45,12,46,131,49,0,#
1,0,13,57,58,82,210,67,52,83,0,,,,,,#
1,0,84,48,19,209,60,171,160,276,0,,,,,,#
1,0,50,64,55,154,240,36,26,23,161,0,,,,,#
1,0,259,219,114,25,97,267,66,127,31,8,0,,,,#
1,0,40,62,80,70,184,54,14,0,,,,,,,#
1,0,87,42,141,43,29,69,0,,,,,,,,#
1,0,20,16,68,150,56,7,200,215,59,71,6,21,1,0,#
2,0,20,42,16,68,44,88,38,72,6,21,43,0,,,#
2,0,142,130,196,39,11,220,162,239,15,36,0,,,,#
2,0,61,133,5,198,3,73,12,115,46,205,49,0,,,#
2,0,222,7,56,255,74,81,101,208,29,0,,,,,#
2,0,32,92,190,192,22,18,129,126,0,,,,,,#
2,0,48,19,182,188,173,10,17,86,0,,,,,,#
2,0,94,96,67,53,33,197,51,0,,,,,,,#
2,0,57,107,58,195,65,77,9,112,179,100,0,,,,#
2,0,40,62,14,54,118,122,0,,,,,,,,#
2,0,66,159,283,172,45,194,183,125,0,,,,,,#
2,0,153,124,25,257,214,216,31,8,225,140,37,0,,,#
2,0,34,2,27,121,102,63,99,41,128,0,,,,,#
2,0,35,28,151,1,71,105,89,59,69,0,,,,,#
2,0,98,123,70,116,60,4,274,0,,,,,,,#
2,0,268,13,55,64,50,24,30,104,47,52,146,26,23,0,#
3,0,249,66,12,137,45,63,41,90,110,38,6,0,,,#
3,0,75,65,103,138,50,80,164,52,83,51,0,,,,#
3,0,79,44,56,68,132,111,78,243,27,72,21,1,134,0,#
3,0,84,48,19,278,60,144,193,17,0,,,,,,#
3,0,167,120,5,3,136,273,218,127,97,0,,,,,#
3,0,35,28,141,43,34,131,76,31,8,0,,,,,#
3,0,10,93,9,189,70,33,14,54,0,,,,,,#
3,0,61,202,109,185,46,49,0,,,,,,,,#
3,0,87,139,106,178,91,212,145,29,69,0,,,,,#
3,0,32,261,143,117,149,85,37,0,,,,,,,#
3,0,108,287,176,114,25,213,168,269,119,0,,,,,#
3,0,20,42,2,16,7,71,59,174,156,0,,,,,#
3,0,13,55,57,204,11,39,15,147,23,0,,,,,#
3,0,64,187,58,82,113,135,235,175,62,40,0,,,,#
3,0,22,18,165,4,177,0,,,,,,,,,#
3,0,47,95,30,24,234,53,67,217,36,26,0,,,,#
4,0,57,272,58,107,210,104,52,0,,,,,,,#
