46,,,,,,,,,,,,,,,,,,,
1,0,28,72,8,69,112,41,256,194,77,264,39,253,0,,,,,#
1,0,58,203,56,24,257,193,35,187,272,282,38,268,0,,,,,#
1,0,116,287,34,286,80,42,68,205,20,60,0,,,,,,,#
1,0,40,82,280,51,10,61,239,50,126,96,2,65,64,0,,,,#
1,0,117,120,186,70,43,48,59,104,25,44,180,0,,,,,,#
1,0,249,16,29,36,123,26,225,37,52,46,130,95,133,83,0,,,#
1,0,19,215,132,6,214,271,124,121,128,30,167,139,0,,,,,#
1,0,134,7,9,207,63,13,113,73,62,57,23,18,0,,,,,#
1,0,129,196,246,47,108,1,22,45,21,12,33,84,14,273,0,,,#
1,0,247,3,260,31,32,115,152,254,184,49,67,11,0,,,,,#
1,0,156,54,53,233,4,92,85,71,27,5,15,17,221,66,0,,,#
1,0,99,229,138,88,166,195,267,175,270,279,55,0,,,,,,#
2,0,46,52,241,162,1,154,93,6,22,45,21,47,102,55,127,0,,#
2,0,58,144,51,24,226,56,10,61,18,0,,,,,,,,#
2,0,277,28,200,8,90,131,105,20,87,74,137,0,,,,,,#
2,0,125,153,109,111,38,17,54,15,171,5,165,75,148,177,66,114,0,#
2,0,44,48,258,142,43,70,32,31,79,173,3,100,0,,,,,#
2,0,86,69,248,110,119,136,59,140,41,25,220,72,0,,,,,#
2,0,16,29,36,9,189,141,37,259,26,97,234,13,250,151,107,0,,#
2,0,101,135,202,35,27,71,89,240,4,53,49,67,11,0,,,,#
2,0,261,216,34,149,212,42,68,103,60,39,118,0,,,,,,#
2,0,40,57,62,155,94,7,63,50,2,65,64,23,0,,,,,#
2,0,98,106,19,81,33,12,30,122,143,76,14,91,78,0,,,,#
3,0,28,20,34,42,68,80,159,116,14,0,,,,,,,,#
3,0,278,230,124,6,132,201,22,45,21,108,47,55,0,,,,,#
3,0,38,54,235,85,71,222,92,53,284,217,3,49,67,11,0,,,#
3,0,191,208,134,9,244,7,206,63,174,50,62,57,23,0,,,,#
3,0,19,129,46,52,37,192,1,12,128,121,30,33,84,139,228,99,0,#
3,0,242,231,262,283,32,31,4,27,35,5,15,204,146,17,66,0,,#
3,0,172,72,69,8,112,41,104,59,266,25,251,160,77,60,0,,,#
3,0,58,51,24,56,10,61,227,82,18,209,83,168,0,,,,,#
3,0,190,117,120,115,70,158,43,48,263,44,39,0,,,,,,#
3,0,188,16,238,29,36,26,123,219,88,130,138,210,95,0,,,,#
3,0,145,211,181,40,64,65,2,96,126,73,113,13,223,133,0,,,#
4,0,281,285,44,48,70,43,142,224,25,185,265,39,0,,,,,#
4,0,236,16,29,36,26,199,37,141,9,178,97,13,107,232,0,,,#
4,0,109,100,3,53,79,32,31,269,255,49,67,11,0,,,,,#
4,0,237,50,63,7,94,183,170,62,57,23,64,2,65,274,0,,,#
4,0,198,144,51,24,56,10,61,18,40,0,,,,,,,,#
4,0,125,111,54,4,157,89,71,27,35,5,15,66,114,0,,,,#
4,0,46,52,1,164,93,6,161,22,45,21,47,163,252,102,55,127,0,#
4,0,58,179,38,245,17,75,288,135,101,176,118,0,,,,,,#
4,0,28,72,69,8,90,131,147,169,105,20,60,0,,,,,,#
4,0,98,19,106,81,33,12,30,182,76,14,91,74,87,0,,,,#
4,0,137,78,122,143,197,34,42,68,103,243,150,0,,,,,,#
4,0,86,218,276,59,136,119,275,110,213,140,41,0,,,,,,#
