39,,,,,,,,,,,,,,,,,,,
1,0,19,38,16,9,26,12,4,18,103,61,22,8,90,0,,,,#
1,0,65,5,3,139,77,15,0,,,,,,,,,,,#
1,0,17,20,93,84,27,57,29,7,73,47,66,11,54,0,,,,#
1,0,59,48,2,30,31,60,58,52,36,21,24,0,,,,,,#
1,0,23,50,35,10,34,63,25,102,28,40,53,13,0,,,,,#
1,0,68,32,76,1,112,14,105,79,6,37,45,33,0,,,,,#
2,0,44,71,72,24,56,46,135,125,15,0,,,,,,,,#
2,0,19,16,26,12,9,143,49,69,5,3,0,,,,,,,#
2,0,92,41,64,21,14,67,70,117,6,62,33,0,,,,,,#
2,0,32,1,36,95,86,89,94,31,2,30,55,43,0,,,,,#
2,0,133,34,104,10,35,42,128,51,18,4,22,8,23,0,,,,#
2,0,17,20,78,141,27,29,7,96,101,25,28,39,11,13,0,,,#
3,0,17,111,20,82,27,80,57,29,7,122,53,47,66,11,75,54,0,#
3,0,108,68,33,32,6,87,88,37,45,15,0,,,,,,,#
3,0,115,97,74,106,34,10,35,63,25,28,40,13,0,,,,,#
3,0,50,38,16,26,12,9,18,4,61,22,8,23,0,,,,,#
3,0,5,3,19,65,0,,,,,,,,,,,,,#
3,0,91,1,83,107,21,36,52,14,138,85,24,0,,,,,,#
3,0,59,81,48,2,30,100,58,60,31,137,98,99,0,,,,,#
4,0,6,79,70,67,105,14,36,21,64,136,56,0,,,,,,#
4,0,77,5,121,119,49,69,9,12,142,3,0,,,,,,,#
4,0,71,17,130,20,2,30,31,131,55,43,72,0,,,,,,#
4,0,127,34,28,102,25,35,42,10,23,0,,,,,,,,#
4,0,24,46,41,1,76,62,32,33,15,0,,,,,,,,#
4,0,44,114,73,29,7,27,84,93,39,11,13,123,0,,,,,#
4,0,19,16,26,4,18,118,51,103,113,22,8,90,0,,,,,#
5,0,59,17,20,78,27,57,29,7,96,101,25,63,109,140,0,,,#
5,0,31,30,94,89,86,95,60,58,2,48,92,24,0,,,,,#
5,0,5,3,65,0,,,,,,,,,,,,,,#
5,0,15,68,45,33,32,1,21,36,52,14,6,37,0,,,,,#
5,0,19,38,16,26,120,9,12,110,4,18,61,22,8,0,,,,#
5,0,23,50,35,10,104,34,28,40,53,47,66,11,13,54,0,,,#
6,0,144,81,98,17,71,99,75,129,28,25,106,74,0,,,,,#
6,0,41,83,64,70,67,14,1,85,33,15,0,,,,,,,#
6,0,97,34,10,35,42,51,18,4,22,8,23,0,,,,,,#
6,0,132,19,16,26,12,9,49,69,134,5,3,0,,,,,,#
6,0,20,116,82,27,80,29,7,39,11,13,44,0,,,,,,#
6,0,108,6,126,88,87,62,32,91,56,24,0,,,,,,,#
6,0,46,107,21,36,124,100,30,31,2,55,43,72,0,,,,,#
