32,,,,,,,,,,,,,,,,,,,
1,0,34,47,39,19,55,85,52,160,53,64,24,93,0,,,,,#
1,0,164,88,4,45,23,119,17,44,37,8,94,41,28,15,0,,,#
1,0,27,22,10,98,36,40,20,1,31,33,99,0,,,,,,#
1,0,18,29,6,169,96,26,43,179,48,75,42,9,177,71,50,0,,#
1,0,74,72,7,150,30,2,46,57,122,25,81,13,0,,,,,#
1,0,68,104,32,5,35,21,76,192,65,89,12,0,,,,,,#
1,0,14,38,3,58,128,145,59,129,111,11,139,16,91,0,,,,#
2,0,73,108,142,2,30,46,60,95,80,176,131,13,138,0,,,,#
2,0,22,36,147,105,20,40,31,168,69,0,,,,,,,,#
2,0,171,33,1,86,4,158,170,45,23,51,143,90,0,,,,,#
2,0,152,165,117,5,35,21,181,32,12,0,,,,,,,,#
2,0,154,161,67,56,42,126,118,141,9,82,0,,,,,,,#
2,0,63,49,124,83,29,54,6,26,43,48,166,191,61,189,15,0,,#
2,0,27,62,34,16,39,19,47,24,134,10,77,0,,,,,,#
2,0,18,28,84,41,8,44,37,100,78,146,87,92,17,185,112,163,0,#
2,0,14,38,3,173,79,11,25,7,70,66,0,,,,,,,#
3,0,91,190,3,58,133,107,11,125,137,188,0,,,,,,,#
3,0,106,14,38,157,59,97,19,109,39,16,0,,,,,,,#
3,0,72,74,7,2,30,46,57,25,110,81,155,13,0,,,,,#
3,0,27,22,36,187,40,20,1,31,140,182,33,115,0,,,,,#
3,0,18,136,29,6,96,26,43,102,48,75,42,9,71,50,180,0,,#
3,0,34,47,162,132,55,159,127,85,52,53,64,24,93,10,113,0,,#
3,0,68,32,76,21,35,5,65,89,12,0,,,,,,,,#
3,0,88,4,45,23,17,44,37,8,94,41,28,153,15,0,,,,#
4,0,148,32,5,35,21,172,30,60,95,13,12,0,,,,,,#
4,0,63,49,144,44,37,78,184,103,48,43,114,26,6,83,90,0,,#
4,0,14,38,3,79,149,73,11,178,123,135,186,0,,,,,,#
4,0,18,28,84,29,54,156,61,42,56,67,121,9,82,0,,,,#
4,0,27,62,34,16,130,167,19,47,39,24,10,77,0,,,,,#
4,0,31,1,120,4,23,45,87,92,17,8,175,41,15,0,,,,#
4,0,22,36,40,20,86,51,151,101,33,69,0,,,,,,,#
4,0,174,80,2,46,183,116,25,7,70,66,0,,,,,,,#
