23,,,,,,,,,,,,,,,,,
1,241,157,158,211,194,131,160,224,33,11,241,,,,,,#
1,241,4,129,51,90,94,39,180,16,1,200,75,15,241,,,#
1,241,142,55,20,177,187,80,101,35,151,102,241,,,,,#
1,241,91,124,161,189,150,149,226,8,195,181,135,203,241,,,#
1,241,57,168,104,44,96,21,48,184,60,84,193,241,,,,#
1,241,114,19,117,209,228,86,220,22,223,154,241,,,,,#
2,242,182,174,49,128,7,95,98,110,215,27,14,208,242,,,#
2,242,137,62,175,236,169,25,234,69,97,87,77,202,242,,,#
2,242,79,141,148,183,125,133,81,217,214,115,59,165,132,242,,#
2,242,100,29,235,197,230,172,82,116,83,28,37,207,30,242,,#
2,242,85,153,56,227,105,188,213,212,242,,,,,,,#
3,243,10,3,205,13,156,171,42,191,167,126,152,243,,,,#
3,243,24,222,6,199,41,93,78,45,74,243,,,,,,#
3,243,12,9,66,112,192,185,73,206,32,170,243,,,,,#
3,243,190,53,103,219,38,89,186,31,120,243,,,,,,#
3,243,5,121,225,162,106,64,198,136,113,139,140,138,111,107,243,#
3,243,145,118,146,108,166,243,,,,,,,,,,#
4,244,54,65,173,210,36,244,,,,,,,,,,#
4,244,72,221,201,240,34,239,43,143,244,,,,,,,#
4,244,238,67,88,92,58,155,159,61,231,18,244,,,,,#
4,244,196,17,63,163,119,71,164,176,109,70,46,178,50,244,,#
4,244,237,179,122,2,147,76,130,68,47,232,134,204,123,244,,#
4,244,229,23,52,216,233,40,127,218,99,26,144,244,,,,#
