24,,,,,,,,,,,,,,,,,,,
1,289,62,54,123,175,235,50,64,206,14,246,289,,,,,,,#
1,289,47,104,30,197,217,67,272,234,187,24,95,80,289,,,,,#
1,289,57,53,256,107,58,210,82,33,195,113,135,229,289,,,,,#
1,289,83,288,23,142,147,240,36,154,96,236,55,26,164,289,,,,#
2,290,157,269,168,225,140,287,176,37,149,117,190,193,177,207,290,,,#
2,290,112,260,144,173,188,165,85,223,4,171,84,290,,,,,,#
2,290,179,100,108,126,35,86,276,118,290,,,,,,,,,#
2,290,160,122,244,51,268,161,13,146,52,40,98,263,290,,,,,#
3,291,29,42,34,134,20,141,275,87,94,69,291,,,,,,,#
3,291,156,285,282,245,220,224,162,239,11,15,91,145,291,,,,,#
3,291,28,49,131,46,115,185,2,258,1,151,43,291,,,,,,#
3,291,262,170,212,196,241,39,204,254,130,191,211,178,199,139,106,291,,#
4,292,257,163,247,8,228,216,31,186,172,159,271,283,127,292,,,,#
4,292,221,61,76,202,109,253,133,12,73,137,45,5,273,227,214,218,292,#
4,292,97,259,119,180,249,205,232,181,66,267,292,,,,,,,#
4,292,270,231,167,125,252,183,120,194,198,3,136,292,,,,,,#
5,293,248,21,208,222,7,59,200,56,68,71,242,6,293,,,,,#
5,293,27,243,90,78,41,111,102,132,99,63,230,38,293,,,,,#
5,293,72,155,88,44,169,237,121,110,203,128,152,158,79,293,,,,#
5,293,101,148,74,255,81,250,150,105,89,174,215,286,16,293,,,,#
6,294,9,279,281,238,278,209,116,19,182,60,48,266,294,,,,,#
6,294,192,92,32,124,284,213,25,114,219,264,226,153,274,233,294,,,#
6,294,93,143,261,22,166,18,201,129,277,251,17,10,294,,,,,#
6,294,265,75,184,77,189,70,280,138,103,65,294,,,,,,,#
