24,,,,,,,,,,,,,,,,,,,
1,289,281,11,247,67,49,184,255,242,117,289,,,,,,,,#
1,289,277,28,273,261,137,87,74,78,216,20,150,60,289,,,,,#
1,289,180,253,172,39,264,289,,,,,,,,,,,,#
1,289,285,185,251,112,41,276,25,224,44,218,160,86,289,,,,,#
1,289,72,200,243,103,105,169,131,90,8,69,194,220,265,77,289,,,#
1,289,266,104,59,136,119,275,110,248,213,140,147,256,289,,,,,#
2,290,156,179,111,109,153,101,114,66,177,290,,,,,,,,#
2,290,231,48,43,70,158,142,258,263,186,120,152,254,269,290,,,,#
2,290,272,54,171,5,202,165,187,75,288,148,198,135,282,38,290,,,#
2,290,280,51,35,193,257,24,226,56,10,144,290,,,,,,,#
2,290,17,146,15,235,27,85,71,240,89,157,222,92,204,221,245,290,,#
2,290,100,173,217,284,260,283,115,32,31,79,4,233,53,262,3,290,,#
3,291,163,47,108,21,1,154,192,37,141,189,9,178,199,225,259,241,291,#
3,291,98,195,102,252,228,139,215,33,12,81,106,291,,,,,,#
3,291,267,166,129,219,29,36,123,26,46,52,162,196,246,291,,,,#
3,291,167,30,121,128,278,149,34,91,116,14,19,291,,,,,,#
3,291,76,286,159,80,205,68,42,212,197,287,143,122,182,291,,,,#
3,291,84,230,124,271,214,6,93,164,161,22,45,201,132,291,,,,#
4,292,113,13,234,97,16,238,88,130,210,133,188,249,107,191,292,,,#
4,292,50,170,183,155,239,227,61,203,82,18,40,292,,,,,,#
4,292,274,73,208,207,244,134,7,94,206,63,174,2,65,292,,,,#
4,292,232,127,99,55,279,270,175,138,229,95,236,223,292,,,,,#
4,292,181,211,145,83,168,125,190,118,176,268,58,209,292,,,,,#
4,292,151,250,237,96,126,62,57,23,64,292,,,,,,,,#
