75,,,,,,,,,,,,,,,,,,
1,0,13,26,55,96,57,53,272,67,104,164,52,0,,,,,#
1,0,34,1,72,44,81,74,250,101,16,21,43,0,,,,,#
1,0,25,8,31,273,3,198,5,45,12,186,214,66,0,,,,#
1,0,98,122,118,112,75,9,48,77,65,123,54,62,40,0,,,#
1,0,28,2,6,155,71,7,59,56,68,29,0,,,,,,#
1,0,129,17,157,10,193,177,173,143,117,37,18,201,32,0,,,#
1,0,47,80,64,50,135,113,33,82,58,187,30,24,0,,,,#
1,0,20,42,79,27,41,63,99,132,102,148,121,169,38,258,0,,#
1,0,35,69,91,39,15,11,204,147,36,23,161,0,,,,,#
1,0,249,49,131,46,115,109,202,61,127,257,114,264,153,0,,,#
1,0,51,14,70,19,116,209,60,4,22,126,0,,,,,,#
2,0,76,61,271,12,73,137,5,120,252,3,136,227,159,66,0,,#
2,0,124,284,25,31,270,231,125,167,8,97,119,0,,,,,#
2,0,140,37,149,85,4,188,144,207,93,10,160,0,,,,,#
2,0,268,83,52,26,154,36,240,142,94,0,,,,,,,#
2,0,69,170,212,211,191,130,39,11,15,196,178,199,139,0,,,#
2,0,28,34,42,222,7,71,242,208,21,134,20,0,,,,,#
2,0,46,128,27,110,90,78,41,111,63,45,133,0,,,,,#
2,0,51,47,64,50,95,24,30,197,67,55,23,0,,,,,#
2,0,13,57,53,107,58,210,33,70,138,14,62,0,,,,,#
2,0,49,1,2,6,72,38,44,88,16,43,141,35,0,,,,#
2,0,92,32,18,22,192,251,17,100,108,86,0,,,,,,#
2,0,9,84,171,60,278,19,279,48,184,65,103,175,54,40,0,,#
2,0,87,106,285,282,89,105,150,56,68,59,29,0,,,,,#
3,0,9,48,19,116,182,60,4,165,190,143,17,274,0,,,,#
3,0,51,40,62,14,54,123,65,112,10,179,276,0,,,,,#
3,0,213,25,114,163,31,216,228,8,247,127,66,180,0,,,,#
3,0,126,129,22,166,18,117,37,176,287,168,32,0,,,,,#
3,0,47,80,64,229,135,113,195,33,82,58,30,24,52,0,,,#
3,0,181,61,172,5,3,183,194,45,12,109,205,0,,,,,#
3,0,28,34,1,16,7,68,56,59,156,145,29,35,0,,,,#
3,0,244,98,122,118,265,75,77,189,70,235,50,206,246,0,,,#
3,0,69,262,91,39,15,220,162,11,36,23,0,,,,,,#
3,0,13,26,96,57,53,256,217,67,104,55,146,288,0,,,,#
3,0,43,42,6,44,121,132,102,99,63,41,230,115,0,,,,#
3,0,2,72,71,101,81,255,74,174,200,215,0,,,,,,#
3,0,49,131,46,79,185,152,158,203,27,38,248,21,151,20,0,,#
4,0,28,34,1,16,155,88,44,38,6,2,134,20,0,,,,#
4,0,161,13,142,147,130,39,15,11,204,254,36,23,0,,,,#
4,0,35,69,87,141,42,29,106,139,94,0,,,,,,,#
4,0,84,9,48,60,209,19,70,138,103,65,263,86,0,,,,#
4,0,49,46,76,202,61,133,12,73,45,137,186,214,97,66,119,0,#
4,0,140,37,85,4,173,144,177,193,93,10,100,0,,,,,#
4,0,26,57,53,107,58,33,64,50,14,54,62,0,,,,,#
4,0,232,128,27,110,243,78,41,63,111,90,0,,,,,,#
4,0,108,32,92,201,18,22,17,157,0,,,,,,,,#
4,0,72,71,7,89,105,148,237,169,68,56,59,21,43,0,,,#
4,0,51,47,83,52,164,55,67,187,30,24,95,40,0,,,,#
4,0,259,219,25,31,5,198,120,125,3,136,8,124,153,0,,,#
5,0,129,22,192,261,143,37,149,117,18,32,126,0,,,,,#
5,0,69,191,196,15,11,39,241,91,211,178,212,170,199,0,,,#
5,0,17,188,4,171,260,112,160,118,122,98,0,,,,,,#
5,0,75,9,48,266,77,184,65,123,54,62,40,51,0,,,,#
5,0,42,1,7,101,81,74,150,59,29,0,,,,,,,#
5,0,28,20,34,2,6,72,71,68,56,16,208,21,43,0,,,#
5,0,13,26,236,96,57,53,67,197,104,55,154,36,23,0,,,#
5,0,49,131,46,115,109,61,127,267,114,226,0,,,,,,#
5,0,47,80,64,50,135,113,33,82,210,58,30,24,52,0,,,#
5,0,79,27,41,63,99,132,102,121,44,38,35,0,,,,,#
5,0,14,175,280,70,19,116,60,207,10,233,0,,,,,,#
5,0,25,8,31,167,3,5,45,12,159,66,0,,,,,,#
6,0,57,53,107,58,33,195,70,0,,,,,,,,,#
6,0,87,106,286,7,59,105,89,174,200,215,156,139,94,0,,,#
6,0,83,26,52,47,50,64,95,24,30,67,234,55,146,0,,,#
6,0,213,8,31,136,3,194,45,172,283,221,66,180,0,,,,#
6,0,49,27,110,78,41,111,63,90,203,128,152,0,,,,,#
6,0,13,142,130,39,15,245,224,162,239,11,36,23,0,,,,#
6,0,108,100,17,277,32,140,176,225,168,269,124,0,,,,,#
6,0,10,84,9,48,189,281,238,19,182,60,144,93,179,86,0,,#
6,0,92,18,37,85,223,4,165,190,22,166,0,,,,,,#
6,0,25,218,137,5,120,183,125,216,163,97,119,0,,,,,#
6,0,28,134,34,42,145,29,43,141,275,69,35,0,,,,,#
6,0,51,54,65,103,138,206,14,62,40,0,,,,,,,#
6,0,181,76,61,73,12,133,253,158,185,46,205,0,,,,,#
6,0,20,151,1,2,6,72,71,56,68,88,44,38,16,21,0,,#
