17,,,,,,,,,,,,,,,,,,,
1,217,86,172,123,180,110,64,39,23,105,59,67,217,,,,,,#
1,217,167,30,140,119,68,158,126,133,151,174,13,169,190,217,,,,#
1,217,150,120,214,78,15,60,117,56,79,47,36,153,101,29,217,,,#
2,218,73,108,16,127,25,7,85,128,35,76,118,121,218,,,,,#
2,218,131,109,148,102,84,31,182,69,21,189,156,5,218,,,,,#
3,219,4,143,95,77,32,141,147,14,20,130,18,1,43,219,,,,#
3,219,202,152,115,199,163,104,135,177,149,219,,,,,,,,#
3,219,205,162,41,6,88,194,168,186,82,137,12,26,171,11,209,124,219,#
4,220,161,216,191,178,192,90,27,210,193,142,98,37,144,220,,,,#
4,220,100,40,62,159,10,91,129,213,112,66,99,70,38,220,,,,#
4,220,157,184,94,80,52,45,106,55,28,63,198,83,146,139,220,,,#
5,221,51,48,114,116,212,44,34,185,196,61,22,132,71,221,,,,#
5,221,57,49,160,107,195,93,208,74,200,221,,,,,,,,#
5,221,201,97,165,50,8,17,96,155,75,181,221,,,,,,,#
6,222,19,125,53,176,203,166,54,46,211,72,33,92,87,111,65,222,,#
6,222,204,206,154,187,197,207,122,170,215,145,134,183,175,136,89,113,222,#
6,222,188,138,164,9,81,42,58,3,2,103,24,173,179,222,,,,#
