71,,,,,,,,,,,,,,,,,
1,0,29,43,205,18,14,39,47,153,0,,,,,,,#
1,0,89,48,114,51,102,31,21,156,16,73,19,0,,,,#
1,0,67,105,23,15,60,20,32,1,143,150,0,,,,,#
1,0,104,80,115,11,124,162,41,4,68,140,30,0,,,,#
1,0,90,142,40,62,10,112,38,0,,,,,,,,#
1,0,42,3,56,103,2,24,0,,,,,,,,,#
1,0,178,37,45,52,26,12,82,88,6,149,13,0,,,,#
1,0,125,176,92,25,33,46,54,0,,,,,,,,#
1,0,113,131,122,109,148,189,85,35,7,87,53,0,,,,#
1,0,191,192,27,70,159,91,55,129,28,98,144,216,0,,,#
1,0,81,132,22,34,44,212,116,181,175,0,,,,,,#
1,0,36,79,58,0,,,,,,,,,,,,#
1,0,136,71,201,97,50,49,8,17,57,74,5,9,0,,,#
2,0,138,48,75,96,8,17,44,34,185,196,61,22,0,,,#
2,0,151,158,135,11,152,177,119,30,86,101,0,,,,,#
2,0,42,3,2,24,9,0,,,,,,,,,,#
2,0,65,76,35,182,69,31,21,16,154,19,0,,,,,#
2,0,53,46,54,0,,,,,,,,,,,,#
2,0,29,43,18,141,14,15,117,78,39,172,0,,,,,#
2,0,36,59,64,23,120,1,95,77,32,20,47,0,,,,#
2,0,84,49,93,107,195,50,155,51,5,108,179,0,,,,#
2,0,27,72,25,7,33,0,,,,,,,,,,#
2,0,37,63,45,28,99,66,10,40,100,38,0,,,,,#
2,0,161,169,4,41,6,12,26,52,106,94,83,13,0,,,#
3,0,123,36,47,39,0,,,,,,,,,,,#
3,0,42,3,56,103,2,24,9,0,,,,,,,,#
3,0,48,71,97,165,50,49,160,8,17,44,34,22,0,,,#
3,0,104,80,45,163,126,146,184,157,139,68,30,13,0,,,#
3,0,111,87,127,121,16,73,5,19,0,,,,,,,#
3,0,29,43,18,14,147,15,60,79,58,0,,,,,,#
3,0,27,70,91,55,28,37,98,0,,,,,,,,#
3,0,92,25,85,35,7,33,46,54,53,0,,,,,,#
3,0,11,171,137,186,168,82,12,26,52,133,0,,,,,#
3,0,81,89,134,145,51,74,57,102,31,21,128,118,0,,,#
3,0,90,210,62,10,40,38,0,,,,,,,,,#
3,0,67,105,23,4,41,6,88,194,32,1,20,130,110,0,,#
4,0,101,86,150,30,140,190,0,,,,,,,,,#
4,0,215,208,49,93,107,69,76,16,108,53,0,,,,,#
4,0,36,64,23,214,20,32,77,95,1,143,149,0,,,,#
4,0,37,63,45,106,28,40,100,38,144,0,,,,,,#
4,0,164,136,48,75,116,114,51,170,9,0,,,,,,#
4,0,113,131,122,109,148,84,31,21,156,5,197,0,,,,#
4,0,115,11,124,162,4,41,6,12,26,52,94,199,83,13,0,#
4,0,42,3,2,24,0,,,,,,,,,,,#
4,0,29,59,43,18,14,15,78,39,47,153,0,,,,,#
4,0,166,27,159,72,25,35,7,33,46,54,0,,,,,#
4,0,142,193,99,66,129,213,112,10,0,,,,,,,#
4,0,125,65,19,0,,,,,,,,,,,,#
4,0,132,96,50,8,17,34,44,61,22,0,,,,,,#
5,0,204,73,102,31,21,16,87,53,0,,,,,,,#
5,0,90,62,10,40,38,0,,,,,,,,,,#
5,0,71,97,50,8,49,57,74,5,154,19,0,,,,,#
5,0,36,117,15,60,20,32,1,47,0,,,,,,,#
5,0,67,167,119,152,202,52,26,12,82,88,6,68,0,,,#
5,0,42,3,56,103,2,24,9,0,,,,,,,,#
5,0,27,70,91,55,28,37,98,0,,,,,,,,#
5,0,81,138,89,183,48,51,155,17,44,34,22,0,,,,#
5,0,151,158,135,104,80,45,11,209,41,4,30,161,13,0,,#
5,0,203,211,92,25,85,35,7,33,46,54,0,,,,,#
5,0,29,43,18,141,14,120,23,105,39,79,58,0,,,,#
6,0,45,11,137,12,26,52,174,13,0,,,,,,,#
6,0,65,206,35,69,128,7,33,0,,,,,,,,#
6,0,101,123,86,30,133,139,83,94,106,38,0,,,,,#
6,0,84,93,107,160,49,50,200,51,145,134,173,9,0,,,#
6,0,48,75,96,8,17,34,44,61,22,0,,,,,,#
6,0,29,180,59,43,18,14,147,15,78,39,110,0,,,,#
6,0,37,157,146,126,198,63,28,99,66,10,40,100,0,,,#
6,0,36,64,23,4,41,6,95,77,32,1,20,130,47,0,,#
6,0,188,187,207,5,31,21,76,118,46,54,0,,,,,#
6,0,27,72,25,121,16,108,127,111,53,19,0,,,,,#
6,0,42,3,2,24,0,,,,,,,,,,,#
