50,,,,,,,,,,,,,,,,,,
1,0,77,62,25,69,128,208,14,34,43,72,0,,,,,,#
1,0,162,106,118,3,10,205,111,13,12,32,9,190,28,0,,,#
1,0,153,54,119,71,50,88,58,86,220,22,61,105,0,,,,#
1,0,59,231,4,51,39,16,114,48,21,60,124,55,0,,,,#
1,0,132,18,23,155,92,65,173,227,0,,,,,,,,#
1,0,2,47,52,46,109,144,36,0,,,,,,,,,#
1,0,44,8,45,38,31,6,37,0,,,,,,,,,#
1,0,29,80,20,151,0,,,,,,,,,,,,#
1,0,240,95,130,76,110,98,68,7,97,49,30,0,,,,,#
1,0,11,41,78,93,222,103,0,,,,,,,,,,#
1,0,56,99,26,17,122,27,215,216,40,233,127,218,143,0,,,#
1,0,83,24,53,120,42,107,5,0,,,,,,,,,#
1,0,101,35,142,193,91,33,57,1,19,15,0,,,,,,#
2,0,59,115,4,90,22,117,209,228,94,129,214,0,,,,,#
2,0,116,8,45,199,41,82,181,28,0,,,,,,,,#
2,0,149,44,104,11,20,187,35,0,,,,,,,,,#
2,0,3,10,53,31,167,191,42,236,0,,,,,,,,#
2,0,29,81,84,160,168,184,48,57,21,96,224,60,0,,,,#
2,0,137,174,25,138,13,108,5,0,,,,,,,,,#
2,0,24,38,89,6,74,73,66,37,0,,,,,,,,#
2,0,50,58,70,46,52,40,23,163,67,36,79,0,,,,,#
2,0,188,183,102,157,75,131,33,55,0,,,,,,,,#
2,0,211,51,39,180,16,1,19,15,0,,,,,,,,#
2,0,17,63,26,27,47,2,232,14,7,49,87,113,64,0,,,#
2,0,56,54,18,43,239,34,123,201,85,30,225,0,,,,,#
2,0,100,170,12,206,112,185,192,9,32,0,,,,,,,#
3,0,221,204,27,2,47,76,95,69,234,97,49,182,0,,,,#
3,0,44,8,45,38,31,6,37,0,,,,,,,,,#
3,0,56,54,18,36,165,0,,,,,,,,,,,#
3,0,43,99,179,26,23,196,40,109,178,92,65,0,,,,,#
3,0,17,176,46,52,110,98,68,7,14,34,72,0,,,,,#
3,0,29,80,177,161,11,91,194,1,19,15,0,,,,,,#
3,0,141,119,71,50,88,58,86,22,210,61,148,105,0,,,,#
3,0,77,25,169,126,152,42,5,121,0,,,,,,,,#
3,0,59,4,51,39,16,200,114,48,21,57,33,60,189,0,,,#
3,0,230,226,78,41,93,186,103,0,,,,,,,,,#
3,0,83,24,53,120,156,111,175,62,30,212,0,,,,,,#
3,0,213,101,35,20,55,217,0,,,,,,,,,,#
3,0,207,106,202,146,118,3,10,107,13,12,32,9,28,0,,,#
4,0,145,3,10,53,42,171,140,139,136,198,30,0,,,,,#
4,0,4,90,22,117,16,48,57,21,96,150,197,0,,,,,#
4,0,59,115,125,158,75,33,60,55,0,,,,,,,,#
4,0,102,154,51,39,94,223,19,1,15,133,0,,,,,,#
4,0,24,195,38,89,219,31,74,6,73,66,37,0,,,,,#
4,0,81,84,44,104,11,203,20,235,35,0,,,,,,,#
4,0,25,134,147,47,2,27,229,17,23,238,18,85,0,,,,#
4,0,56,54,50,164,63,26,237,43,34,14,7,49,87,113,64,0,#
4,0,159,58,70,46,52,40,67,36,79,0,,,,,,,#
4,0,29,135,116,8,45,41,172,82,28,0,,,,,,,#
4,0,100,166,5,108,12,32,13,112,9,0,,,,,,,#
